MRs,text,model
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a fast food restaurant near Raja Indian Cuisine in the riverside area. It has a price range of less than £20 and is not family-friendly.,ours
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a fast food restaurant near Raja Indian Cuisine in the riverside area. It has a price range of less than £20 and is not family-friendly.,ours
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a pub that serves fast food. It is located in the city centre near Raja Indian Cuisine. It is not children friendly and has a high price range.,ours
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a high priced fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly.,ours
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a high priced fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a Chinese restaurant with an average customer rating. It is located in the city centre near All Bar One and is not children friendly.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a chinese restaurant in the high price range. It is located in the city centre near All Bar One. It has an average customer rating and is not child friendly.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a chinese restaurant in the high price range. It is located in the city centre near All Bar One. It has an average customer rating and is not child friendly.,ours
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a pub with a low customer rating. It is located near Express by Holiday Inn.,ours
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a low rated pub near Express by Holiday Inn.,ours
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a low rated pub near Express by Holiday Inn.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Mill is a family friendly pub located near Café Sicilia.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Mill is a cheap family friendly fast food pub near Café Sicilia in the riverside area.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Mill is a cheap family friendly fast food pub near Café Sicilia in the riverside area.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a family-friendly pub that serves French food. It is located in the city centre near Crowne Plaza Hotel. It has a low customer rating and a price range of more than £30.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a family-friendly french restaurant located in the city centre near Crowne Plaza Hotel. It has a low customer rating and a price range of more than £30.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a family-friendly french restaurant located in the city centre near Crowne Plaza Hotel. It has a low customer rating and a price range of more than £30.,ours
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Crowne Plaza Hotel]",Blue Spice is a coffee shop near Crowne Plaza Hotel with an average customer rating.,ours
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Crowne Plaza Hotel]",Blue Spice is a coffee shop near Crowne Plaza Hotel. It has an average customer rating.,ours
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Crowne Plaza Hotel]",Blue Spice is a coffee shop near Crowne Plaza Hotel. It has an average customer rating.,ours
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a moderately priced, kid friendly Italian pub located near Raja Indian Cuisine in the riverside area.",ours
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving italian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.,ours
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving italian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a high priced, child friendly pub that serves Japanese food. It is located in the riverside area near Raja Indian Cuisine.",ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly japanese pub near Raja Indian Cuisine in the riverside area. It has a high price range.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly japanese pub near Raja Indian Cuisine in the riverside area. It has a high price range.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]",The Mill is a children friendly pub that serves fast food. It is located in the city centre near Café Sicilia. It has a high price range and a customer rating of 1 out of 5.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]",The Mill is a children friendly fast food pub near Café Sicilia in the city centre. It has a high price range and a customer rating of 1 out of 5.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]",The Mill is a children friendly fast food pub near Café Sicilia in the city centre. It has a high price range and a customer rating of 1 out of 5.,ours
"name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a pub that serves English food. It is located in the city centre near Raja Indian Cuisine. It is child friendly and has a high price range.,ours
"name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a children friendly pub serving english food in the high price range. It is located in the city centre near Raja Indian Cuisine.,ours
"name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a children friendly pub serving english food in the high price range. It is located in the city centre near Raja Indian Cuisine.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a high priced, family friendly pub that serves French food. It is located near the Crowne Plaza Hotel in the riverside area.",ours
"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a high priced, family friendly french pub located near Crowne Plaza Hotel in the riverside area.",ours
"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a high priced, family friendly french pub located near Crowne Plaza Hotel in the riverside area.",ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant providing Chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]",The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]",The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a kid friendly pub that serves French food. It is located near Crowne Plaza Hotel in the riverside area. It has a moderate price range and a customer rating of 1 out of 5.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a moderately priced, family friendly french pub near Crowne Plaza Hotel in the riverside area.",ours
"name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a moderately priced, family friendly french pub near Crowne Plaza Hotel in the riverside area.",ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a Chinese restaurant with a high customer rating. It is located in the city centre near All Bar One and is child friendly. The price range is more than £30.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers provides chinese food in the more than £30 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers provides chinese food in the more than £30 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]",The Mill is a moderately priced fast food pub located in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]",The Mill is a moderately priced fast food pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]",The Mill is a moderately priced fast food pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.,ours
"name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a pub that serves English food. It is located in riverside near Raja Indian Cuisine. It is child friendly and has a high price range.,ours
"name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a children friendly english pub near Raja Indian Cuisine in the riverside area. It has a high price range.,ours
"name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a children friendly english pub near Raja Indian Cuisine in the riverside area. It has a high price range.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a French pub located in the city centre near Crowne Plaza Hotel. It has a high customer rating and is not kid friendly. The price range is £20-25.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It has a price range of £20-25 and has a high customer rating. It is not kid friendly.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It has a price range of £20-25 and has a high customer rating. It is not kid friendly.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a pub that serves Japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly and has an average customer rating.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It has an average customer rating and a price range of less than £20. It is not family-friendly.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It has an average customer rating and a price range of less than £20. It is not family-friendly.,ours
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly pub that serves English food. It is located near Rainbow Vegetarian Café in the riverside area.,ours
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly english pub near Rainbow Vegetarian Café in the riverside area.,ours
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly english pub near Rainbow Vegetarian Café in the riverside area.,ours
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]",The Cricketers is a family friendly coffee shop near Ranch with a low customer rating.,ours
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]",The Cricketers is a family friendly coffee shop near Ranch with a low customer rating.,ours
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]",The Cricketers is a family friendly coffee shop near Ranch with a low customer rating.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]","The Mill is a cheap, family friendly pub located near Café Sicilia in the riverside area. It serves fast food and has a customer rating of 5 out of 5.",ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Mill is a cheap family friendly fast food pub located near Café Sicilia in the riverside area.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Mill is a cheap family friendly fast food pub located near Café Sicilia in the riverside area.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a high priced pub that serves French food. It is located in the riverside area near Crowne Plaza Hotel. It is not children friendly and has a customer rating of 3 out of 5.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a high priced french pub near Crowne Plaza Hotel in the riverside area. It has a customer rating of 3 out of 5 and is not children friendly.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a high priced french pub near Crowne Plaza Hotel in the riverside area. It has a customer rating of 3 out of 5 and is not children friendly.,ours
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a pub that serves English food. It is located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.,ours
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced english pub near Raja Indian Cuisine in the city centre. It is not kid friendly.,ours
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced english pub near Raja Indian Cuisine in the city centre. It is not kid friendly.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub that serves Japanese food. It is located in the city centre near Raja Indian Cuisine. It is not children friendly and the price range is more than £30.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing japanese food in the more than £30 price range. It is located in the city centre. It is near Raja Indian Cuisine.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing japanese food in the more than £30 price range. It is located in the city centre. It is near Raja Indian Cuisine.,ours
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly restaurant located near Raja Indian Cuisine.,ours
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly italian restaurant in the riverside area near Raja Indian Cuisine. The price range is less than £20.,ours
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly italian restaurant in the riverside area near Raja Indian Cuisine. The price range is less than £20.,ours
"name[Loch Fyne], eatType[pub], area[riverside]",Loch Fyne is a pub located in the riverside area.,ours
"name[Loch Fyne], eatType[pub], area[riverside]",Loch Fyne is a pub by the riverside.,ours
"name[Loch Fyne], eatType[pub], area[riverside]",Loch Fyne is a pub by the riverside.,ours
"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a French restaurant that is kid friendly and is located near Raja Indian Cuisine in the riverside area. The price range is £20-25.,ours
"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a french restaurant in the riverside area near Raja Indian Cuisine. It has a price range of £20-25 and is kid friendly.,ours
"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a french restaurant in the riverside area near Raja Indian Cuisine. It has a price range of £20-25 and is kid friendly.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a kid friendly restaurant that serves Chinese food. It is located in the city centre near All Bar One. It has a high customer rating and a price range of £20-25.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a chinese restaurant in the £20-25 price range. It is located in the city centre near All Bar One. It has a high customer rating and is kid friendly.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a chinese restaurant in the £20-25 price range. It is located in the city centre near All Bar One. It has a high customer rating and is kid friendly.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]","The Phoenix is a French pub located in the city centre near Crowne Plaza Hotel. It is not family-friendly, has an average customer rating and a price range less than £20.",ours
"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a french pub located in the city centre near Crowne Plaza Hotel. It is not family-friendly and has an average customer rating and a price range of less than £20.,ours
"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a french pub located in the city centre near Crowne Plaza Hotel. It is not family-friendly and has an average customer rating and a price range of less than £20.,ours
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family-friendly Japanese pub located in the city centre near Express by Holiday Inn.,ours
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family-friendly japanese pub located in the city centre near Express by Holiday Inn.,ours
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family-friendly japanese pub located in the city centre near Express by Holiday Inn.,ours
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]",The Cricketers is a coffee shop near Express by Holiday Inn. It is not family-friendly and has a low customer rating.,ours
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]",The Cricketers is a coffee shop near Express by Holiday Inn. It has a low customer rating and is not family-friendly.,ours
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]",The Cricketers is a coffee shop near Express by Holiday Inn. It has a low customer rating and is not family-friendly.,ours
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.,ours
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.,ours
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.,ours
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly Japanese restaurant located near Raja Indian Cuisine in the riverside area. The price range is less than £20.,ours
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly japanese restaurant in the riverside area near Raja Indian Cuisine. The price range is less than £20.,ours
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly japanese restaurant in the riverside area near Raja Indian Cuisine. The price range is less than £20.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a pub that serves Japanese food. It is located near Raja Indian Cuisine in the riverside area. It is children friendly and the price range is more than £30.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly pub serving japanese food in the riverside area near Raja Indian Cuisine. The price range is more than £30.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly pub serving japanese food in the riverside area near Raja Indian Cuisine. The price range is more than £30.,ours
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced English restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.,ours
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the city centre. It is not kid friendly.,ours
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the city centre. It is not kid friendly.,ours
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.,ours
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.,ours
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.,ours
"name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a cheap, family friendly pub that serves Italian food. It is located in the riverside area near Raja Indian Cuisine.",ours
"name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a cheap family friendly italian pub near Raja Indian Cuisine in the riverside area.,ours
"name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a cheap family friendly italian pub near Raja Indian Cuisine in the riverside area.,ours
